,Tenant,VRF,BD_Name,BD_IP,AP,EPG_Name,VLAN_ID,VLAN_Pool,Domain,NODEID_FROM,NODEID_TO,Port,Mode,PGType,PolicyGroup
84,D_DC,L_FSS_PUB_004,VL3228_L_FSS_PUB_004_BD,,L_FSS_PUB_004_AP,VL3228_L_FSS_PUB_004_EPG,3228,D_DC_SVPL,D_DC_PDOM,207,208,25,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_25_26_VPC
85,D_DC,L_FSS_PUB_004,VL3228_L_FSS_PUB_004_BD,,L_FSS_PUB_004_AP,VL3228_L_FSS_PUB_004_EPG,3228,D_DC_SVPL,D_DC_PDOM,207,208,26,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_25_26_VPC
86,D_DC,L_FSS_PUB_005,VL3230_L_FSS_PUB_005_BD,,L_FSS_PUB_005_AP,VL3230_L_FSS_PUB_005_EPG,3230,D_DC_SVPL,D_DC_PDOM,207,208,25,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_25_26_VPC
87,D_DC,L_FSS_PUB_005,VL3230_L_FSS_PUB_005_BD,,L_FSS_PUB_005_AP,VL3230_L_FSS_PUB_005_EPG,3230,D_DC_SVPL,D_DC_PDOM,207,208,26,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_25_26_VPC
88,D_DC,L_DMOV_PUB_008,VL3236_L_DMOV_PUB_008_BD,,L_DMOV_PUB_008_AP,VL3236_L_DMOV_PUB_008_EPG,3236,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
89,D_DC,L_DMOV_PUB_008,VL3236_L_DMOV_PUB_008_BD,,L_DMOV_PUB_008_AP,VL3236_L_DMOV_PUB_008_EPG,3236,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
90,D_DC,L_DMOV_PUB_008,VL3236_L_DMOV_PUB_008_BD,,L_DMOV_PUB_008_AP,VL3236_L_DMOV_PUB_008_EPG,3236,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
91,D_DC,L_DMOV_PUB_008,VL3236_L_DMOV_PUB_008_BD,,L_DMOV_PUB_008_AP,VL3236_L_DMOV_PUB_008_EPG,3236,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
92,D_MGMT,LM_FW_MGT_001,VL3198_LM_FW_MGT_TRA_001_BD,,LM_FW_MGT_001_AP,VL3198_LM_FW_MGT_TRA_001_EPG,3198,D_MGMT_SVPL,D_MGMT_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
93,D_MGMT,LM_FW_MGT_001,VL3198_LM_FW_MGT_TRA_001_BD,,LM_FW_MGT_001_AP,VL3198_LM_FW_MGT_TRA_001_EPG,3198,D_MGMT_SVPL,D_MGMT_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
94,D_MGMT,LM_FW_MGT_001,VL3198_LM_FW_MGT_TRA_001_BD,,LM_FW_MGT_001_AP,VL3198_LM_FW_MGT_TRA_001_EPG,3198,D_MGMT_SVPL,D_MGMT_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
95,D_MGMT,LM_FW_MGT_001,VL3198_LM_FW_MGT_TRA_001_BD,,LM_FW_MGT_001_AP,VL3198_LM_FW_MGT_TRA_001_EPG,3198,D_MGMT_SVPL,D_MGMT_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
96,D_DC,L_SRV1_PUB_001,VL3202_L_SRV1_PUB_TRA_001_BD,,L_SRV1_PUB_TRA_001_AP,VL3202_L_SRV1_PUB_TRA_001_EPG,3202,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
97,D_DC,L_SRV1_PUB_001,VL3202_L_SRV1_PUB_TRA_001_BD,,L_SRV1_PUB_TRA_001_AP,VL3202_L_SRV1_PUB_TRA_001_EPG,3202,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
98,D_DC,L_SRV1_PUB_001,VL3202_L_SRV1_PUB_TRA_001_BD,,L_SRV1_PUB_TRA_001_AP,VL3202_L_SRV1_PUB_TRA_001_EPG,3202,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
99,D_DC,L_SRV1_PUB_001,VL3202_L_SRV1_PUB_TRA_001_BD,,L_SRV1_PUB_TRA_001_AP,VL3202_L_SRV1_PUB_TRA_001_EPG,3202,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
100,D_DC,L_SRV1_MGT_001,VL3203_L_SRV1_MGT_TRA_001_BD,,L_SRV1_MGT_001_AP,VL3203_L_SRV1_MGT_TRA_001_EPG,3203,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
101,D_DC,L_SRV1_MGT_001,VL3203_L_SRV1_MGT_TRA_001_BD,,L_SRV1_MGT_001_AP,VL3203_L_SRV1_MGT_TRA_001_EPG,3203,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
102,D_DC,L_SRV1_MGT_001,VL3203_L_SRV1_MGT_TRA_001_BD,,L_SRV1_MGT_001_AP,VL3203_L_SRV1_MGT_TRA_001_EPG,3203,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
103,D_DC,L_SRV1_MGT_001,VL3203_L_SRV1_MGT_TRA_001_BD,,L_SRV1_MGT_001_AP,VL3203_L_SRV1_MGT_TRA_001_EPG,3203,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
104,D_DC,L_SRV2_PUB_002,VL3204_L_SRV2_PUB_TRA_002_BD,,L_SRV2_PUB_002_AP,VL3204_L_SRV2_PUB_TRA_002_EPG,3204,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
105,D_DC,L_SRV2_PUB_002,VL3204_L_SRV2_PUB_TRA_002_BD,,L_SRV2_PUB_002_AP,VL3204_L_SRV2_PUB_TRA_002_EPG,3204,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
106,D_DC,L_SRV2_PUB_002,VL3204_L_SRV2_PUB_TRA_002_BD,,L_SRV2_PUB_002_AP,VL3204_L_SRV2_PUB_TRA_002_EPG,3204,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
107,D_DC,L_SRV2_PUB_002,VL3204_L_SRV2_PUB_TRA_002_BD,,L_SRV2_PUB_002_AP,VL3204_L_SRV2_PUB_TRA_002_EPG,3204,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
108,D_MGMT,L_SRV2_MGT_002,VL3205_L_SRV2_MGT_TRA_002_BD,,L_SRV2_MGT_002_AP,VL3205_L_SRV2_MGT_TRA_002_EPG,3205,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
109,D_MGMT,L_SRV2_MGT_002,VL3205_L_SRV2_MGT_TRA_002_BD,,L_SRV2_MGT_002_AP,VL3205_L_SRV2_MGT_TRA_002_EPG,3205,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
110,D_MGMT,L_SRV2_MGT_002,VL3205_L_SRV2_MGT_TRA_002_BD,,L_SRV2_MGT_002_AP,VL3205_L_SRV2_MGT_TRA_002_EPG,3205,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
111,D_MGMT,L_SRV2_MGT_002,VL3205_L_SRV2_MGT_TRA_002_BD,,L_SRV2_MGT_002_AP,VL3205_L_SRV2_MGT_TRA_002_EPG,3205,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
112,D_DC,L_INF_PUB_003,VL3206_L_INF_PUB_TRA_003_BD,,L_INF_PUB_003_AP,VL3206_L_INF_PUB_TRA_003_EPG,3206,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
113,D_DC,L_INF_PUB_003,VL3206_L_INF_PUB_TRA_003_BD,,L_INF_PUB_003_AP,VL3206_L_INF_PUB_TRA_003_EPG,3206,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
114,D_DC,L_INF_PUB_003,VL3206_L_INF_PUB_TRA_003_BD,,L_INF_PUB_003_AP,VL3206_L_INF_PUB_TRA_003_EPG,3206,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
115,D_DC,L_INF_PUB_003,VL3206_L_INF_PUB_TRA_003_BD,,L_INF_PUB_003_AP,VL3206_L_INF_PUB_TRA_003_EPG,3206,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
116,D_MGMT,L_INF_MGT_003,VL3207_L_INF_MGT_TRA_003_BD,,L_INF_MGT_003_AP,VL3207_L_INF_MGT_TRA_003_EPG,3207,D_MGMT_SVPL,D_MGMT_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
117,D_MGMT,L_INF_MGT_003,VL3207_L_INF_MGT_TRA_003_BD,,L_INF_MGT_003_AP,VL3207_L_INF_MGT_TRA_003_EPG,3207,D_MGMT_SVPL,D_MGMT_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
118,D_MGMT,L_INF_MGT_003,VL3207_L_INF_MGT_TRA_003_BD,,L_INF_MGT_003_AP,VL3207_L_INF_MGT_TRA_003_EPG,3207,D_MGMT_SVPL,D_MGMT_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
119,D_MGMT,L_INF_MGT_003,VL3207_L_INF_MGT_TRA_003_BD,,L_INF_MGT_003_AP,VL3207_L_INF_MGT_TRA_003_EPG,3207,D_MGMT_SVPL,D_MGMT_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
120,D_DC,L_DMOV_PUB_008,VL3216_L_DMOV_PUB_TRA_008_BD,,L_DMOV_PUB_TRA_008_AP,VL3216_L_DMOV_PUB_TRA_008_EPG,3216,D_DC_SVPL,D_DC_PDOM,207,208,21,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
121,D_DC,L_DMOV_PUB_008,VL3216_L_DMOV_PUB_TRA_008_BD,,L_DMOV_PUB_TRA_008_AP,VL3216_L_DMOV_PUB_TRA_008_EPG,3216,D_DC_SVPL,D_DC_PDOM,207,208,22,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_21_22_VPC
122,D_DC,L_DMOV_PUB_008,VL3216_L_DMOV_PUB_TRA_008_BD,,L_DMOV_PUB_TRA_008_AP,VL3216_L_DMOV_PUB_TRA_008_EPG,3216,D_DC_SVPL,D_DC_PDOM,207,208,23,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
123,D_DC,L_DMOV_PUB_008,VL3216_L_DMOV_PUB_TRA_008_BD,,L_DMOV_PUB_TRA_008_AP,VL3216_L_DMOV_PUB_TRA_008_EPG,3216,D_DC_SVPL,D_DC_PDOM,207,208,24,regular,VPC,TLALFHC3207_TLALFHC3208_ETH1_23_24_VPC
